DESTINATIONID,Place Name,State,Tourist Location,Popularity,Review,Type,Budget
1861,Purnia,Bihar,Manihari Ghat,Medium,"Ghat on the Ganges River, scenic views.",Nature,1000
1862,Purnia,Bihar,Jalalgarh Fort,Medium,"Historical fort, cultural significance.",Historical,1500
1863,Purnia,Bihar,Purnia Junction,Medium,"Railway station, transportation hub.",City,2000
1864,Purnia,Bihar,Rajwanshi Nagar,Medium,"Market, local products.",Unique,1000
1865,Purnia,Bihar,Dayalpur Bazar,Medium,"Market, local products.",Unique,1500
1866,Pushkar,Rajasthan,Pushkar Lake,High,"Holy lake, ghats, religious rituals.",Spiritual,2000
1867,Pushkar,Rajasthan,"Savitri Temple, Pushkar",Medium,"Hilltop temple, panoramic views, trekking.",Spiritual,1000
1868,Raebareli,Uttar Pradesh,Behta Bridge,Medium,"Bridge, scenic surroundings.",Nature,1500
1869,Raebareli,Uttar Pradesh,"Hira Mahal, Raebareli",Medium,"Historical palace, architectural beauty.",Historical,2000
1870,Raebareli,Uttar Pradesh,Indira Gandhi Rashtriya Smriti Upvan,Medium,"Memorial park, botanical garden.",Nature,1000
1871,Raebareli,Uttar Pradesh,Hardoi Bird Sanctuary,Medium,"Bird sanctuary, birdwatching.",Nature,1500
1872,Raebareli,Uttar Pradesh,Sareni Bird Sanctuary,Medium,"Bird sanctuary, nature trekking.",Nature,2000
1873,Raebareli,Uttar Pradesh,Bada Bhagwantpur Mela,Medium,"Fair, religious rituals.",Unique,1000
1874,Raebareli,Uttar Pradesh,"Saree Point, Raebareli",Medium,"Market, traditional clothing.",Unique,1500
1875,Raebareli,Uttar Pradesh,Raja Bhaiya Ka Bazar,Medium,"Market, local products.",Unique,2000
1876,Raichur,Karnataka,Raichur Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
1877,Raichur,Karnataka,"Aam Talab, Raichur",Medium,"Man-made lake, scenic spot.",Nature,1500
1878,Raichur,Karnataka,Ameen Peer Dargah,Medium,"Muslim shrine, religious significance.",Spiritual,2000
1879,Raichur,Karnataka,Manvi Fort,Medium,"Historical fort, panoramic views.",Historical,1000
1880,Raiganj,West Bengal,Murshidabad Palace,Medium,"Historical palace, architectural beauty.",Historical,1500
1881,Raiganj,West Bengal,Bateshwar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1882,Raiganj,West Bengal,Biswanath Temple,Medium,"Hindu temple, architectural significance.",Spiritual,1000
1883,Raiganj,West Bengal,Raiganj Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,1500
1884,Raiganj,West Bengal,Devi Patan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1885,Raiganj,West Bengal,Maharaja's Palace,Medium,"Historical palace, architectural beauty.",Historical,1000
1886,Raigarh,Chhattisgarh,Chakradhar Swami Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1887,Raigarh,Chhattisgarh,"Maa Chandi Temple, Raigarh",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1888,Raigarh,Chhattisgarh,"Ram Jharna, Raigarh",Medium,"Waterfall, natural beauty.",Nature,1000
1889,Raigarh,Chhattisgarh,Gomarda Wildlife Sanctuary,High,"Wildlife sanctuary, birdwatching.",Nature,1500
1890,Raigarh,Chhattisgarh,"Shri Shyam Mandir, Raigarh",High,"Hindu temple, religious rituals.",Spiritual,2000
1891,Raigarh,Chhattisgarh,Kosa Mahotsav,Medium,"Cultural festival, traditional arts.",Unique,1000
1892,Raipur,Chhattisgarh,Ghatarani Falls,Medium,"Serene waterfall, surrounded by lush greenery.",Nature,1500
1893,Raipur,Chhattisgarh,Nandan Van Zoo,Medium,Zoo with diverse wildlife species.,Wildlife,2000
1894,Raipur,Chhattisgarh,Dandak Caves,Medium,"Deep caves, archaeological significance.",Historical,1000
1895,Raipur,Chhattisgarh,Ghatarani Waterfalls,High,"Scenic waterfall, natural beauty.",Nature,1500
1896,Raipur,Chhattisgarh,Purkhouti Muktangan,Medium,"Ethnic museum, tribal artifacts.",Unique,2000
1897,Rajahmundry,Andhra Pradesh,Dowleswaram Barrage,Medium,"Man-made barrage, scenic views.",Unique,1000
1898,Rajahmundry,Andhra Pradesh,Kambala Park,Medium,"Urban park, recreational activities.",Nature,1500
1899,Rajahmundry,Andhra Pradesh,Rajahmundry Bridge,Medium,"Bridge, architectural marvel.",Historical,2000
1900,Rajahmundry,Andhra Pradesh,Papi Hills,Medium,"Hill range, scenic views.",Nature,1000
1901,Rajahmundry,Andhra Pradesh,Rajahmundry Museum,Medium,"Museum, historical artifacts.",Unique,1500
1902,Rajampet,Andhra Pradesh,Sri Kodandarama Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1903,Rajampet,Andhra Pradesh,"Sri Venkateswara Temple, Vontimitta",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1904,Rajapalayam,Tamil Nadu,Ayyanar Falls,Medium,"Waterfall, natural beauty.",Nature,1500
1905,Rajapalayam,Tamil Nadu,"Ayyanar Temple, Rajapalayam",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1906,Rajapalayam,Tamil Nadu,Shenbagathoppu Grizzled Squirrel Wildlife Sanctuary,Medium,"Wildlife sanctuary, conservation.",Nature,1000
1907,Rajapalayam,Tamil Nadu,Rajapalayam Dog,Medium,"Dog breed, animal breeding.",Unique,1500
1908,Rajapalayam,Tamil Nadu,Sree Ramana Maharishi Ashram,Medium,"Ashram, spiritual retreat.",Spiritual,2000
1909,Rajauri,Jammu and Kashmir,Pir Panjal Range,Medium,"Mountain range, trekking, skiing.",Nature,1000
1910,Rajauri,Jammu and Kashmir,Kalish Kund,Medium,"Holy spring, religious significance.",Spiritual,1500
1911,Rajgir,Bihar,Venu Vana,Medium,"Landscape garden, Buddha's meditation site.",Nature,2000
1912,Rajgir,Bihar,Jivakameavan Gardens,Medium,"Landscape garden, historical significance.",Nature,1000
1913,Rajkot,Gujarat,Kaba Gandhi No Delo,Medium,Mahatma Gandhi's childhood home.,Historical,1500
1914,Rajkot,Gujarat,Watson Museum,Medium,"Museum showcasing artifacts, history.",City,2000
1915,Rajkot,Gujarat,Pradyuman Park,Low,"Park with green spaces, recreational activities.",Nature,1000
1916,Rajkot,Gujarat,Rashtriya Shala,Medium,"Educational institution, cultural center.",City,1500
1917,Rajkot,Gujarat,Rajkumar College,Medium,"Educational institution, architectural beauty.",City,2000
1918,Rajkot,Gujarat,Ishwariya Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1919,Rajkot,Gujarat,Jubilee Garden,Medium,"Public garden, recreational activities.",Nature,1500
1920,Rajnandgaon,Chhattisgarh,Khutaghat Dam,Medium,"Dam on River Kharun, scenic surroundings.",Nature,2000
1921,Rajnandgaon,Chhattisgarh,"Bambleshwari Temple, Rajnandgaon",Medium,"Hindu temple, religious rituals.",Spiritual,1000
1922,Rajnandgaon,Chhattisgarh,Kuleshwar Dham,Medium,"Hindu temple, spiritual ambiance.",Spiritual,1500
1923,Rajnandgaon,Chhattisgarh,Chandrahasini Devi Temple,High,"Hindu temple, religious significance.",Spiritual,2000
1924,Rajpur Sonarpur,West Bengal,Ashram of Loknath Baba,Medium,"Ashram, spiritual retreat.",Spiritual,1000
1925,Rajpur Sonarpur,West Bengal,Titan Eco Park,Medium,"Eco park, recreational activities.",Nature,1500
1926,Rajpur Sonarpur,West Bengal,Bawali Rajbari,Medium,"Historical palace, cultural events.",Historical,2000
1927,Rajpura,Punjab,Gurudwara Shri Amb Sahib Ji,Medium,"Sikh gurdwara, religious rituals.",Spiritual,1000
1928,Rajpura,Punjab,Ancient Shiv Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1929,Ramagundam,Telangana,Ramagundam Dam,Medium,"Dam, hydroelectric power generation.",Nature,2000
1930,Ramagundam,Telangana,Anjaneya Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1931,Ramagundam,Telangana,Sri Sitaramachandra Swamy Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1500
1932,Ramagundam,Telangana,Lake Godavari,High,"Lake, boating, and recreational activities.",Nature,2000
1933,Ramagundam,Telangana,Gayatri Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
1934,Ramagundam,Telangana,Peddapalli Railway Station,Medium,"Historical site, railway heritage.",Historical,1500
1935,Ramagundam,Telangana,Ramalayam,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1936,Ramagundam,Telangana,Sri Raja Rajeshwara Swamy Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1000
1937,Ramagundam,Telangana,"Sri Sita Rama Temple, Ramagundam",Medium,"Hindu temple, religious rituals.",Spiritual,1500
1938,Ramagundam,Telangana,Thallapally Reservoir,Medium,"Water reservoir, boating, and fishing.",Nature,2000
1939,Ramagundam,Telangana,"Jyotirlinga Temple, Ramagundam",Medium,"Hindu temple, pilgrimage site.",Spiritual,1000
1940,Ramagundam,Telangana,Sri Laxmi Narasimha Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1941,Ramagundam,Telangana,Sri Seetha Ramachandra Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
1942,Rampur,Uttar Pradesh,Nawab Ali Shahid Jama Masjid,Medium,"Islamic mosque, architectural beauty.",Spiritual,1000
1943,Rampur,Uttar Pradesh,Rampur Raza Library Museum,Medium,"Museum, showcasing historical artifacts.",City,1500
1944,Ranchi,Jharkhand,Hundru Falls,Medium,"Spectacular waterfall, scenic surroundings.",Nature,2000
1945,Rangat,Andaman and Nicobar Islands,Amkunj Beach,Medium,"Scenic beach, birdwatching.",Nature,1000
1946,Rangat,Andaman and Nicobar Islands,Dhani Nallah Beach,Medium,"Pristine beach, swimming, beachcombing.",Nature,1500
1947,Rangat,Andaman and Nicobar Islands,Cuthbert Bay Beach,Medium,"Turtle nesting site, conservation area.",Nature,2000
1948,Rangat,Andaman and Nicobar Islands,Marine Interpretation Centre,Low,Information center about marine life.,Unique,1000
1949,Raniganj,West Bengal,Beleshwar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
1950,Raniganj,West Bengal,Raniganj Coalfield,Medium,"Industrial area, coal mining.",City,2000
1951,Raniganj,West Bengal,Sitarampur Railway Station,Medium,"Railway station, transportation hub.",City,1000
1952,Ratlam,Madhya Pradesh,Cactus Garden,Medium,"Botanical garden, cactus species.",Nature,1500
1953,Ratlam,Madhya Pradesh,Kedareshwar Temple,Medium,"Hindu temple, religious significance.",Spiritual,2000
1954,Ratlam,Madhya Pradesh,Nagchandreshwar Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1000
1955,Ratlam,Madhya Pradesh,Sailana Bird Sanctuary,Medium,"Bird sanctuary, birdwatching.",Nature,1500
1956,Ratlam,Madhya Pradesh,Kharmour Bird Sanctuary,Medium,"Bird sanctuary, birdwatching.",Nature,2000
1957,Ratnagiri,Maharashtra,Ratnadurg Fort,Medium,"Historical fort, panoramic views.",Historical,1000
1958,Ratnagiri,Maharashtra,Ganpatipule Beach,Medium,"Scenic beach, water sports activities.",Nature,1500
1959,Ratnagiri,Maharashtra,Thibaw Palace,Medium,"Historical palace, architectural beauty.",Historical,2000
1960,Ratnagiri,Maharashtra,Velneshwar Beach,Medium,"Beach, recreational activities.",Nature,1000
1961,Ratnagiri,Maharashtra,Thiba Palace,Medium,"Historical palace, architectural beauty.",Historical,1500
1962,Ratnagiri,Maharashtra,Ratnadurga Fort,Medium,"Historical fort, panoramic views.",Historical,2000
1963,Ratnagiri,Maharashtra,Ratnagiri Lighthouse,Medium,"Lighthouse, scenic views.",Nature,1000
1964,Ratnagiri,Maharashtra,Palshet,Medium,"Beach, recreational activities.",Nature,1500
1965,Ratnagiri,Maharashtra,Ganapatipule Beach,High,"Scenic beach, temple nearby.",Nature,2000
1966,Rayachoty,Andhra Pradesh,Rayachoti,Medium,"Town, urban area.",City,1000
1967,Rayachoty,Andhra Pradesh,"ISKCON Temple, Rayachoti",Medium,"Hindu temple, religious rituals.",Spiritual,1500
1968,Rewa,Madhya Pradesh,White Tiger Safari,Medium,"Safari park, wildlife conservation.",Nature,2000
1969,Rewa,Madhya Pradesh,Chachai Waterfall,High,"Scenic waterfall, natural beauty.",Nature,1000
1970,Rewa,Madhya Pradesh,Chachai Falls,Medium,"Waterfall, natural beauty.",Nature,1500
1971,Rewa,Madhya Pradesh,Rani Talab,Medium,"Lake, scenic surroundings.",Nature,2000
1972,Rewa,Madhya Pradesh,Keoti Falls,Medium,"Waterfall, natural beauty.",Nature,1000
1973,Rewa,Madhya Pradesh,Museum of Rewa,Medium,"Museum, historical artifacts.",Unique,1500
1974,Rewa,Madhya Pradesh,Rewa Fort,Medium,"Historical fort, architectural beauty.",Historical,2000
1975,Rewa,Madhya Pradesh,Baghela Museum,Medium,"Museum, historical artifacts.",City,1000
1976,Rewari,Haryana,Bada Talab,Medium,"Lake, boating facilities.",Nature,1500
1977,Rewari,Haryana,Masani Barrage,Medium,"Dam, scenic surroundings.",Nature,2000
1978,Rewari,Haryana,Moti Sagar Lake,Medium,"Lake, picnic spot.",Nature,1000
1979,Rewari,Haryana,Qila Rewari Fort,Medium,"Historical fort, architectural beauty.",Historical,1500
1980,Rewari,Haryana,Brick Fort,Medium,"Historical fort, ruins.",Historical,2000
1981,Rishikesh,Uttarakhand,Laxman Jhula,Medium,"Hanging bridge, religious significance.",Spiritual,1000
1982,Rishikesh,Uttarakhand,Triveni Ghat,Medium,"Ghat, religious rituals.",Spiritual,1500
1983,Rishikesh,Uttarakhand,"Neelkanth Mahadev Temple, Rishikesh",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1984,Robertsonpet,Karnataka,Kolar Gold Fields,Medium,Historical gold mining town.,Historical,1000
1985,Robertsonpet,Karnataka,Anderson Church,Medium,"Christian church, religious rituals.",Spiritual,1500
1986,Robertsonpet,Karnataka,Roerich Art Gallery,Medium,"Art gallery, paintings exhibition.",Unique,2000
1987,Rohtak,Haryana,Tilyar Lake,Medium,"Lake, recreational activities.",Nature,1000
1988,Rohtak,Haryana,Banni Khera Farm,Medium,"Farm, agricultural activities.",Village,1500
1989,Rohtak,Haryana,"Shri Balaji Temple, Rohtak",Medium,"Hindu temple, religious rituals.",Spiritual,2000
1990,Rohtak,Haryana,Maharishi Dayanand University,Medium,"University campus, educational center.",City,1000
1991,Rohtak,Haryana,Monkey Business Adventure Park,Medium,"Adventure park, ziplining, paintball.",Entertainment,1500
1992,Roing,Arunachal Pradesh,"Mayudia Pass, Roing",High,"Mountain pass, scenic views.",Adventure,2000
1993,Roing,Arunachal Pradesh,Mehao Wildlife Sanctuary,High,"Wildlife sanctuary, diverse flora and fauna.",Nature,1000
1994,Roorkee,Uttarakhand,Indian Institute of Technology Roorkee,Medium,"Technical institute, educational campus.",City,1500
1995,Roorkee,Uttarakhand,Roorkee Cantonment,Medium,"Military cantonment, historical significance.",Historical,2000
1996,Roorkee,Uttarakhand,Solani Aqueduct,Medium,"Aqueduct, architectural beauty.",Unique,1000
1997,Roorkee,Uttarakhand,Roorkee Group Museum and Archives,Medium,"Museum, historical artifacts.",Unique,1500
1998,Roorkee,Uttarakhand,Indian Institute of Technology (IIT) Roorkee,Medium,"Technical institute, educational campus.",City,2000
1999,Rourkela,Odisha,Hanuman Vatika,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2000,Rourkela,Odisha,Pitamahal Dam,Medium,"Dam on Brahmani River, scenic surroundings.",Nature,1500
2001,Rourkela,Odisha,Darjeeng Picnic Spot,Medium,"Picnic spot, natural surroundings.",Nature,2000
2002,Rourkela,Odisha,Vedavyas Temple,High,"Hindu temple, scenic surroundings.",Spiritual,1000
2003,Rudrapur,Uttarakhand,Giri Sarovar,Medium,"Holy lake, religious significance.",Spiritual,1500
2004,Rudrapur,Uttarakhand,Atariya Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,2000
2005,Sabroom,Tripura,Sabroom Beach,High,"Beach, water sports.",Nature,1000
2006,Sabroom,Tripura,Chobimura,Medium,"Cultural site, rock carvings.",Unique,1500
2007,Sagar,Madhya Pradesh,Damoh Waterfall,Medium,"Scenic waterfall, natural beauty.",Nature,2000
2008,Sagar,Madhya Pradesh,"Moti Mahal, Sagar",Medium,"Historical palace, architectural beauty.",Historical,1000
2009,Sagar,Madhya Pradesh,Ken Gharial Sanctuary,Medium,"Wildlife sanctuary, gharial conservation.",Nature,1500
2010,Sagar,Madhya Pradesh,Rahatgarh Waterfalls,High,"Scenic waterfall, natural beauty.",Nature,2000
2011,Sagar,Madhya Pradesh,Sagar Lake,Medium,"Lake, boating and recreational activities.",Nature,1000
2012,Sagar,Madhya Pradesh,Jhanda Fair,Grounds,"Fairground, religious festival.",Spiritual,1500
2013,Saharanpur,Uttar Pradesh,"Jain Temple, Shri Digambar Jain Bada Mandir",High,"Jain temple, religious significance.",Spiritual,2000
2014,Saharanpur,Uttar Pradesh,Shakumbhari Devi Temple,Medium,"Hindu temple, ancient shrine.",Spiritual,1000
2015,Saharanpur,Uttar Pradesh,Kala Kutir,Medium,"Art gallery, cultural exhibits.",Unique,1500
2016,Saharanpur,Uttar Pradesh,Panjab University Regional Centre,Medium,"University campus, educational facilities.",City,2000
2017,Saharsa,Bihar,"Surya Mandir, Saharsa",Medium,"Hindu temple, religious rituals.",Spiritual,1000
2018,Saharsa,Bihar,Baba Mahadev Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2019,Saharsa,Bihar,Patna Ghat,Medium,"Ghat, religious rituals.",Spiritual,2000
2020,Saiha,Mizoram,Saiha Zoological Park,High,"Zoological park, wildlife conservation.",Wildlife,1000
2021,Saiha,Mizoram,Saiha Lung,High,"Lake, boating and fishing.",Entertainment,1500
2022,Saiha,Mizoram,Turial Hydroelectric Project,Medium,"Hydroelectric power project, scenic views.",Nature,2000
2023,Saitual,Mizoram,Saitual Presbyterian Church,High,"Church, religious significance.",Spiritual,1000
2024,Saitual,Mizoram,Saitual Lake,Medium,"Lake, scenic views.",Nature,1500
2025,Saitual,Mizoram,Tawi Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,2000
2026,Salem,Tamil Nadu,Yercaud,High,"Hill station, scenic beauty.",Nature,1000
2027,Salem,Tamil Nadu,Kurumbapatti Zoological Park,Medium,Zoo with regional wildlife species.,Wildlife,1500
2028,Salem,Tamil Nadu,Sri Kottai Mariamman Temple,Medium,"Hindu temple, religious significance.",Spiritual,2000
2029,Salem,Tamil Nadu,Sri Sugavaneshwarar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2030,Salem,Tamil Nadu,"Kailasanathar Temple, Salem",Medium,"Hindu temple, architectural significance.",Spiritual,1500
2031,Salem,Tamil Nadu,Sugavaneshwarar Temple,Low,"Hindu temple, religious rituals.",Spiritual,2000
2032,Salem,Tamil Nadu,Sankagiri Fort,Medium,"Historical fort, panoramic views.",Historical,1000
2033,Salem,Tamil Nadu,Mettur Dam,High,"Large dam, hydroelectric power generation.",Nature,1500
2034,Samalkot,Andhra Pradesh,Adikesava Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2035,Samalkot,Andhra Pradesh,Kumararama Bhimeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2036,Samalkot,Andhra Pradesh,Kukkuteswara Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2037,Samalkot,Andhra Pradesh,Kotipalli Bus Stand,Medium,"Bus station, transportation.",City,2000
2038,Samba,Jammu and Kashmir,Mansar Lake,Medium,"Lake, boating, wildlife sanctuary nearby.",Nature,1000
2039,Samba,Jammu and Kashmir,Purmandal,Medium,"Hindu pilgrimage site, religious rituals.",Spiritual,1500
2040,Sambalpur,Odisha,Hirakud Dam,Medium,"Dam, hydroelectric power generation.",Nature,2000
2041,Sambalpur,Odisha,Ushakothi Wildlife Sanctuary,Medium,"Wildlife sanctuary, conservation.",Nature,1000
2042,Sambalpur,Odisha,Gandhi Minar,Medium,"Memorial, honoring Mahatma Gandhi.",Unique,1500
2043,Sambalpur,Odisha,Samaleswari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2044,Sambhal,Uttar Pradesh,Kalapind,Medium,"Hindu pilgrimage site, religious rituals.",Spiritual,1000
2045,Sambhal,Uttar Pradesh,Ata Muslim Tomb,Medium,"Islamic tomb, religious rituals.",Spiritual,1500
2046,Sambhal,Uttar Pradesh,Kunj Bihari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
2047,Sambhal,Uttar Pradesh,Kosi Kalan,Medium,"Historical site, religious rituals.",Historical,1000
2048,Sambhal,Uttar Pradesh,"Shri Chakratirth Temple, Sambhal",Medium,"Hindu temple, religious rituals.",Spiritual,1500
2049,Sambhal,Uttar Pradesh,Chandausi Range,Medium,"Forest area, nature trekking.",Nature,2000
2050,Sangli,Maharashtra,Ramshej Fort,Medium,"Historical fort, panoramic views.",Historical,1000
2051,Sangli,Maharashtra,Kaundanyapur Nisarg Vaan,Medium,"Nature reserve, wildlife conservation.",Nature,1500
2052,Sangli,Maharashtra,"Ganpati Mandir, Sangli",Medium,"Hindu temple, religious rituals.",Spiritual,2000
2053,Sangli,Maharashtra,Sangli Ganpati Temple,Medium,"Hindu temple, religious significance.",Spiritual,1000
2054,Sangli,Maharashtra,Krishna River,Medium,"River, boating, and picnicking.",Nature,1500
2055,Sangli,Maharashtra,Miraj Dargah,Medium,"Sufi shrine, religious significance.",Spiritual,2000
2056,Sangli-Miraj,Maharashtra,Sangli Fort,Medium,"Historical fort, panoramic views.",Historical,1000
2057,Sangli-Miraj,Maharashtra,Khidrapur Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2058,Sangli-Miraj,Maharashtra,"Ganpati Temple, Sangli-Miraj",Medium,"Hindu temple, dedicated to Lord Ganesh.",Spiritual,2000
2059,Sasaram,Bihar,Tomb of Sher Shah Suri,High,"Historical tomb, architectural significance.",Historical,1000
2060,Sasaram,Bihar,Rohtasgarh Fort,High,"Historical fort, panoramic views.",Historical,1500
2061,Satara,Maharashtra,Sajjangad,Medium,"Fortress, pilgrimage site.",Historical,2000
2062,Satara,Maharashtra,Kaas Plateau,High,"Plateau, UNESCO World Heritage Site.",Nature,1000
2063,Satara,Maharashtra,Thoseghar Waterfall,Medium,"Scenic waterfall, nature trails.",Nature,1500
2064,Satara,Maharashtra,Thoseghar Waterfalls,Medium,"Waterfall, natural beauty.",Nature,2000
2065,Satara,Maharashtra,Ajinkyatara Fort,Medium,"Historical fort, panoramic views.",Historical,1000
2066,Satara,Maharashtra,Kaas Lake,Medium,"Lake, boating.",Nature,1500
2067,Satara,Maharashtra,Sajjangad Fort,Medium,"Historical fort, religious significance.",Historical,2000
2068,Satara,Maharashtra,Panchgani,Medium,"Hill station, scenic views.",Nature,1000
2069,Satara,Maharashtra,Kas Pathar,Medium,"Flower plateau, natural beauty.",Nature,1500
2070,Satara,Maharashtra,Vajrai Waterfall,High,Tallest waterfall in Maharashtra.,Nature,2000
2071,Sathupalli,Telangana,Chillarige Gardens,Medium,"Garden, botanical species.",Nature,1000
2072,Satna,Madhya Pradesh,Ramvan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2073,Satna,Madhya Pradesh,Tulsi Museum,Medium,Museum showcasing artifacts and sculptures.,City,2000
2074,Satna,Madhya Pradesh,Maihar Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2075,Satna,Madhya Pradesh,Dubri Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
2076,Satna,Madhya Pradesh,Satna Cement Works,Medium,"Industrial site, cement manufacturing.",City,2000
2077,Satna,Madhya Pradesh,Maihar Temple,Medium,"Hindu temple, religious significance.",Spiritual,1000
2078,Satna,Madhya Pradesh,Kala Pahad,Medium,"Hill station, panoramic views.",Nature,1500
2079,Satna,Madhya Pradesh,Ram Van Gaman Path,Medium,"Pilgrimage route, associated with Lord Rama.",Spiritual,2000
2080,Sattenapalle,Andhra Pradesh,Amaravathi Mahachaitya,Medium,"Buddhist monument, historical significance.",Historical,1000
2081,Sattenapalle,Andhra Pradesh,Palakayalu,Medium,"Traditional food, local cuisine.",Culinary,1500
2082,Satyamangalam,Tamil Nadu,Bhavanisagar Dam,Medium,"Dam, scenic surroundings.",Nature,2000
2083,Satyamangalam,Tamil Nadu,Sathyamangalam Tiger Reserve,High,"Wildlife sanctuary, tiger conservation.",Nature,1000
2084,Satyamangalam,Tamil Nadu,Sathyamangalam Forest,Medium,"Forest reserve, trekking trails.",Nature,1500
2085,Senapati,Manipur,Khonghampat Orchidarium,High,"Orchidarium, diverse orchid species.",Nature,2000
2086,Senapati,Manipur,Maram Khullen,High,"Naga village, cultural heritage.",Village,1000
2087,Senapati,Manipur,Dzuko Valley,High,"Valley, trekking, and camping.",Nature,1500
2088,Senapati,Manipur,"Mao, Senapati",High,"Town, transit point to Manipur-Nagaland border.",City,2000
2089,Senapati,Manipur,Song Song Waterfall,Medium,"Waterfall, natural beauty.",Nature,1000
2090,Senapati,Manipur,Barak River,High,"River, scenic beauty.",Nature,1500
2091,Senapati,Manipur,Mao War Cemetery,Medium,"War cemetery, historical significance.",Historical,2000
2092,Senapati,Manipur,Tadubi,High,"Town, cultural heritage.",City,1000
2093,Senapati,Manipur,Mao Naga Village,Medium,"Naga village, cultural immersion.",Village,1500
2094,Senapati,Manipur,Sadar Hills,High,"Hills, natural beauty.",Nature,2000
2095,Serchhip,Mizoram,Tuirihiau Waterfall,High,"Scenic waterfall, natural beauty.",Nature,1000
2096,Serchhip,Mizoram,Zobawk Sports Academy,Medium,"Sports academy, training facilities.",Entertainment,1500
2097,Serchhip,Mizoram,Tlungvel Adventure Park,Medium,"Adventure park, ziplining.",Adventure,2000
2098,Shahjahanpur,Uttar Pradesh,Jalpa Devi Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2099,Shahjahanpur,Uttar Pradesh,Chintaharan Hanuman Temple,Medium,"Hindu temple, spiritual significance.",Spiritual,1500
2100,Shahjahanpur,Uttar Pradesh,Company Garden,Medium,"Urban park, botanical garden.",Nature,2000
2101,Shahjahanpur,Uttar Pradesh,"Jamma Masjid, Shahjahanpur",Medium,"Islamic mosque, architectural beauty.",Spiritual,1000
2102,Shahjahanpur,Uttar Pradesh,"Sri Ram Temple, Shahjahanpur",Medium,"Hindu temple, religious rituals.",Spiritual,1500
2103,Shahjahanpur,Uttar Pradesh,"Guru Nanak Gurudwara, Shahjahanpur",Medium,"Sikh gurdwara, religious significance.",Spiritual,2000
2104,Shillong,Meghalaya,Umiam Lake,High,"Scenic lake, water sports.",Nature,1000
2105,Shillong,Meghalaya,Elephant Falls,High,"Spectacular waterfall, natural beauty.",Nature,1500
2106,Shillong,Meghalaya,Shillong Peak,High,"Hilltop viewpoint, panoramic views.",Adventure,2000
2107,Shillong,Meghalaya,Ward's Lake,Medium,"Lake, boating, and leisure.",Nature,1000
2108,Shillong,Meghalaya,Don Bosco Centre for Indigenous Cultures,High,"Museum, cultural heritage.",City,1500
2109,Shillong,Meghalaya,Cathedral of Mary Help of Christians,Medium,"Christian church, architectural beauty.",Spiritual,2000
2110,Shillong,Meghalaya,David Scott Trail,High,"Trekking trail, scenic hike.",Adventure,1000
2111,Shimla,Himachal Pradesh,Viceregal Lodge,Medium,"Historical building, architectural beauty.",Historical,1500
2112,Shimla,Himachal Pradesh,Indian Institute of Advanced Study,Medium,"Educational institution, research center.",City,2000
2113,Shimla,Himachal Pradesh,Kamna Devi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
2114,Shimla,Himachal Pradesh,The Ridge,Medium,"Promenade, scenic views, shopping.",City,1500
